f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,fault,hotel
10.8,8.2,24.5,26.7,329.59,12.3,41.4,272.7,710.3,0.0,50.0,34.7,43.4,81.0,20369.0,390.0,46.8,0.0,2
25.9,26.7,29.8,30.2,0.0,39.3,39.9,604.9,654.6,11.4,58.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,1
14.9,10.6,28.8,32.1,755.14,11.8,45.1,295.7,863.1,5.6,55.0,25.0,61.6,91.0,23280.0,394.0,55.2,0.0,3
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
19.9,18.2,26.5,29.8,207.6,14.5,35.5,379.6,690.9,3.2,53.0,40.6,48.2,64.0,17536.0,386.0,37.9,0.0,1
19.7,18.2,30.9,32.3,158.75,15.0,36.6,387.4,723.7,1.9,55.0,26.1,30.2,47.0,16915.0,377.0,26.7,0.0,3
21.0,20.7,22.0,21.9,0.0,26.8,27.0,495.2,475.0,0.0,42.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,3
13.2,10.3,20.7,23.1,509.28,12.5,35.3,311.0,599.6,6.5,66.0,20.0,33.1,36.0,20162.0,399.0,20.4,0.0,0
18.5,17.4,24.9,26.5,255.86,15.5,32.8,395.3,608.5,3.2,70.0,20.0,19.0,20.0,14905.0,396.0,12.3,0.0,1
12.8,11.3,22.2,23.8,263.42,12.1,31.3,310.5,579.7,3.7,54.0,25.0,43.7,45.0,18462.0,402.0,25.7,0.0,3
21.1,18.0,25.1,29.0,721.06,13.0,39.5,357.4,752.2,3.8,67.0,51.4,60.0,99.0,20017.0,378.0,59.7,0.0,1
12.4,11.1,19.9,20.8,228.3,24.5,24.6,343.0,466.7,11.8,65.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,3
15.7,12.1,28.7,32.5,632.21,12.6,41.6,312.8,793.5,5.1,67.0,48.5,63.4,84.0,22473.0,396.0,51.5,0.0,3
13.8,11.3,27.2,30.7,439.03,12.6,40.1,302.4,789.2,3.5,67.0,47.7,59.0,79.0,22178.0,402.0,47.7,0.0,3
14.3,11.7,29.5,31.6,456.59,26.5,41.5,353.2,674.2,27.6,55.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,3
25.6,26.6,29.9,30.4,0.0,39.3,39.9,598.5,657.2,11.7,58.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1
11.8,7.9,26.6,30.1,494.39,10.9,40.1,259.3,674.8,0.0,53.0,43.5,56.7,96.0,21332.0,398.0,59.0,0.0,2
11.9,8.0,25.2,28.5,494.39,10.1,39.5,247.5,627.4,0.0,52.0,51.8,79.2,122.0,22661.0,382.0,73.1,0.0,3
13.2,11.3,22.1,23.8,333.66,31.5,31.9,346.0,513.8,18.7,59.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
19.8,18.3,25.1,27.3,348.9,15.4,32.5,392.9,629.7,1.8,57.0,25.2,25.3,30.0,14524.0,389.0,17.8,0.0,1
11.2,11.3,31.6,33.5,17.56,11.6,48.8,295.4,949.4,6.3,57.0,30.7,76.2,117.0,25137.0,403.0,75.3,0.0,3
18.6,18.4,25.4,25.7,0.0,33.1,34.0,454.9,562.2,13.3,70.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,1
12.0,8.0,27.4,31.1,507.07,11.1,41.8,259.0,695.5,0.0,52.0,45.1,58.4,102.0,21704.0,396.0,62.7,0.0,2
11.1,7.9,20.4,22.4,405.65,11.1,29.5,270.5,496.7,0.0,52.0,35.8,30.8,39.0,16811.0,399.0,19.9,0.0,3
25.7,25.2,25.4,25.3,0.0,26.5,26.8,580.8,554.1,0.0,68.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.2,8.0,29.5,32.0,405.65,12.0,44.6,269.0,760.0,0.0,50.0,35.1,53.6,108.0,21865.0,384.0,64.1,0.0,2
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
11.8,8.0,25.6,28.8,481.71,10.9,38.6,260.6,642.9,0.0,52.0,44.1,55.2,89.0,20707.0,399.0,53.9,0.0,2
13.3,10.9,22.6,25.0,421.47,12.6,32.1,314.7,589.7,4.0,66.0,20.0,30.2,33.0,18228.0,396.0,18.1,0.0,0
12.0,9.2,31.5,34.7,354.95,11.8,52.6,263.2,923.5,0.0,48.0,39.6,64.7,159.0,24668.0,395.0,100.0,0.0,2
11.7,8.0,31.4,33.2,0.0,7.6,43.4,281.8,682.4,0.0,53.0,38.9,60.9,118.0,22614.0,390.0,74.1,0.0,2
13.3,11.1,21.1,23.4,386.35,27.3,27.5,348.0,489.4,14.2,63.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0
11.7,7.8,31.8,33.6,0.0,7.5,44.6,279.5,706.5,0.0,49.0,40.0,61.4,129.0,23088.0,379.0,78.5,0.0,2
10.8,8.1,27.4,29.7,342.27,11.8,37.6,269.3,630.9,0.0,50.0,37.0,38.5,64.0,19171.0,396.0,35.5,0.0,2
19.2,17.8,25.0,26.5,325.64,15.6,32.9,398.7,602.0,3.5,70.0,20.0,17.9,20.0,14634.0,382.0,11.3,0.0,1
11.6,8.8,30.6,33.7,354.95,11.9,54.3,264.1,961.8,0.0,49.0,38.0,100.0,161.0,24692.0,394.0,99.5,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
18.9,16.9,31.3,32.9,211.67,14.1,38.4,372.8,724.3,3.5,57.0,23.5,27.7,44.0,18056.0,387.0,25.3,0.0,1
19.8,17.8,31.9,33.8,211.67,15.3,38.1,392.9,751.5,2.3,56.0,30.4,29.0,48.0,17293.0,374.0,27.2,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,30.9,32.7,0.0,7.9,42.8,284.7,672.3,0.0,52.0,37.3,59.1,111.0,22337.0,397.0,70.2,0.0,2
11.3,8.0,32.0,34.5,418.33,11.6,45.1,266.2,772.8,0.0,46.0,40.4,56.7,113.0,22365.0,396.0,70.7,0.0,2
11.4,8.1,20.1,22.6,418.33,11.0,30.6,265.0,511.7,0.0,49.0,37.7,42.3,53.0,17606.0,397.0,28.7,0.0,2
10.8,7.8,31.6,34.0,380.3,11.6,44.1,266.3,753.5,0.0,53.0,33.6,52.0,104.0,21859.0,391.0,62.7,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
10.9,7.9,26.7,28.9,380.3,12.1,41.1,271.9,702.0,0.0,52.0,37.7,43.6,80.0,20621.0,396.0,46.8,0.0,2
20.1,18.1,28.3,31.7,465.2,14.5,41.0,380.4,823.9,2.2,54.0,31.2,39.0,73.0,18717.0,376.0,42.8,0.0,1
22.8,18.1,31.7,35.0,1093.22,12.1,44.8,345.0,908.7,2.8,57.0,28.5,42.6,92.0,20892.0,381.0,56.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.5,17.4,26.0,27.7,488.46,14.9,34.1,371.0,650.8,2.4,69.0,39.8,26.1,35.0,15601.0,377.0,20.3,0.0,1
19.3,17.4,28.9,30.7,201.08,15.1,38.0,390.7,727.0,3.1,67.0,20.9,25.1,38.0,17379.0,389.0,22.6,0.0,1
14.1,11.1,34.5,37.5,526.84,11.1,50.8,286.4,937.8,9.0,54.0,37.2,100.0,143.0,26862.0,396.0,91.2,0.0,3
15.5,11.1,34.5,39.4,772.7,13.4,54.8,315.6,1004.8,10.2,56.0,24.3,100.0,113.0,27572.0,391.0,69.1,0.0,0
12.7,11.1,29.6,31.5,280.98,14.4,40.6,319.0,727.8,273.1,50.0,32.1,36.1,40.0,25379.0,383.0,23.2,0.0,3
20.0,18.2,30.2,33.2,0.0,14.9,43.5,386.1,895.8,2.1,57.0,29.5,37.5,79.0,19061.0,383.0,46.9,0.0,1
20.0,18.1,31.6,34.7,441.94,15.1,43.1,388.0,879.4,2.3,55.0,25.8,35.8,72.0,19719.0,382.0,42.5,0.0,1
19.8,18.1,24.7,26.8,395.42,15.9,31.1,401.6,600.8,1.9,69.0,40.0,24.2,26.0,14485.0,383.0,15.2,0.0,3
11.3,7.9,32.9,34.4,0.0,7.8,42.1,283.8,674.4,0.0,49.0,38.9,51.7,101.0,21716.0,391.0,62.5,0.0,3
11.9,8.2,24.2,27.3,469.04,10.3,37.8,253.1,603.5,0.0,53.0,52.6,76.9,106.0,21931.0,396.0,65.9,0.0,2
19.7,18.0,28.9,30.7,179.92,15.8,38.4,400.7,734.8,3.1,58.0,21.9,26.9,41.0,17347.0,380.0,23.7,0.0,1
19.5,17.9,28.7,30.5,0.0,15.6,38.8,397.6,744.3,3.1,55.0,20.8,27.8,44.0,17774.0,376.0,25.7,0.0,1
12.3,12.1,26.9,27.0,35.12,23.0,27.8,354.8,587.2,14.0,66.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,0
10.8,8.2,18.1,19.6,329.59,11.3,26.4,274.0,450.6,0.0,52.0,36.5,24.8,28.0,14692.0,396.0,13.5,0.0,2
19.9,18.1,30.1,33.0,418.68,15.1,41.9,388.9,836.9,2.6,55.0,26.4,35.3,66.0,19244.0,373.0,38.9,0.0,1
12.1,8.2,26.4,30.1,494.39,10.8,41.1,256.0,674.3,0.0,49.0,37.5,64.1,108.0,21965.0,391.0,66.0,0.0,2
12.5,11.3,18.3,19.4,210.74,25.4,25.6,345.0,442.2,12.4,61.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,3
10.8,8.1,19.6,21.2,342.27,11.1,28.5,270.4,476.2,0.0,54.0,33.5,28.4,34.0,16126.0,404.0,17.2,0.0,3
13.4,12.1,26.7,28.5,158.75,32.1,32.6,367.1,572.0,273.1,50.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,3
24.0,22.2,31.0,34.3,418.68,18.5,42.6,445.0,901.5,0.9,51.0,28.2,36.6,72.0,18272.0,376.0,41.8,0.0,1
15.1,10.9,29.0,32.6,737.57,11.9,46.3,297.1,889.5,5.9,55.0,26.1,63.5,97.0,23623.0,391.0,58.5,0.0,0
11.6,8.1,29.4,33.0,443.68,11.9,54.6,260.1,973.6,0.0,49.0,35.6,58.1,157.0,24531.0,384.0,96.3,0.0,2
13.2,11.6,31.8,33.3,0.0,16.1,42.9,329.0,784.8,273.1,50.0,36.9,32.6,41.0,25597.0,373.0,22.9,0.0,3
15.5,10.9,29.7,34.7,807.82,12.4,50.3,300.5,1000.4,5.9,57.0,22.9,63.2,106.0,24463.0,397.0,65.5,0.0,3
19.6,17.9,28.0,30.0,0.0,15.4,38.6,394.1,741.0,3.0,55.0,20.9,28.0,45.0,17767.0,378.0,25.4,0.0,1
10.7,8.0,26.3,29.6,342.27,10.9,39.3,262.9,665.0,0.0,49.0,36.1,51.9,86.0,20678.0,401.0,51.6,0.0,3
13.6,11.2,28.7,30.6,421.47,37.9,38.5,353.4,630.6,24.8,65.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0
19.7,18.2,25.7,28.0,348.9,15.3,33.1,392.3,645.3,1.9,55.0,28.4,27.0,35.0,14947.0,375.0,19.6,0.0,1
11.5,8.7,31.7,34.9,354.95,11.0,49.5,254.8,832.3,0.0,49.0,40.7,100.0,160.0,24606.0,388.0,98.1,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.2,30.6,33.2,348.9,15.4,41.8,393.3,842.8,2.1,54.0,24.6,32.2,62.0,18789.0,376.0,35.9,0.0,1
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
15.0,11.3,30.4,34.3,649.77,11.0,47.5,288.1,866.4,8.0,54.0,37.5,90.5,129.0,25780.0,391.0,80.0,0.0,0
11.8,8.8,32.5,35.8,380.3,11.1,49.1,258.7,823.5,0.0,53.0,42.1,100.0,159.0,24556.0,391.0,99.2,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
14.4,13.0,28.7,30.2,245.86,17.0,38.4,349.6,688.6,273.1,53.0,34.3,30.4,29.0,23028.0,382.0,16.6,0.0,3
11.9,9.4,30.9,33.8,316.92,11.8,52.1,264.9,921.2,0.0,53.0,34.2,63.6,160.0,24531.0,388.0,98.2,0.0,2
11.9,9.1,32.2,35.6,354.95,11.4,50.1,262.4,860.3,0.0,50.0,42.8,100.0,159.0,24538.0,390.0,99.3,0.0,2
10.7,8.0,25.8,28.1,342.27,11.5,36.1,266.7,605.8,0.0,53.0,30.1,39.3,63.0,19158.0,391.0,34.8,0.0,2
19.3,17.9,29.9,31.6,148.17,15.6,36.8,399.0,697.4,3.1,54.0,20.4,25.7,37.0,16917.0,378.0,21.4,0.0,3
29.7,29.4,29.9,30.8,0.0,33.6,34.0,668.7,648.5,3.4,63.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,3
19.2,17.6,31.6,34.4,372.16,15.1,42.8,385.6,844.9,3.1,56.0,21.4,30.9,60.0,19389.0,381.0,34.9,0.0,1
20.2,18.0,25.1,28.0,511.72,14.1,33.8,375.7,640.8,2.7,68.0,40.0,39.0,50.0,16375.0,376.0,28.2,0.0,1
14.8,11.1,25.9,29.9,649.77,12.0,45.9,299.4,893.0,5.3,66.0,42.8,65.3,98.0,23760.0,393.0,60.5,0.0,0
12.2,8.1,27.7,31.5,519.74,10.9,42.6,255.3,704.8,0.0,50.0,45.4,63.8,114.0,22317.0,386.0,69.1,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.7,16.4,29.1,30.7,403.91,16.1,36.0,384.8,680.8,0.0,69.0,20.0,20.0,29.0,18301.0,386.0,17.8,0.0,3
19.8,18.0,25.3,27.6,418.68,15.6,36.3,397.8,688.4,2.9,62.0,21.1,25.1,36.0,16741.0,376.0,20.5,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
15.0,11.2,26.0,29.8,667.33,11.9,38.6,306.4,716.3,5.2,57.0,30.6,58.1,71.0,21513.0,399.0,42.5,0.0,3
20.5,18.1,24.1,26.9,558.24,14.0,35.9,371.9,686.3,2.9,68.0,40.1,43.9,63.0,17576.0,376.0,37.2,0.0,1
14.6,11.7,29.0,30.8,509.28,12.8,43.6,313.4,837.3,5.0,55.0,25.7,60.2,84.0,22597.0,405.0,52.2,0.0,0
11.8,7.9,26.1,29.6,494.39,11.0,39.6,259.2,646.5,0.0,53.0,44.2,59.2,93.0,21129.0,399.0,57.3,0.0,3
11.7,11.1,29.0,32.1,105.37,11.8,44.8,296.0,853.5,5.6,57.0,25.2,57.6,83.0,22952.0,402.0,51.0,0.0,0
13.5,11.3,22.7,25.0,386.35,27.9,28.4,348.7,519.1,15.0,61.0,0.0,0.0,0.0,0.0,410.0,0.0,0.0,3
19.3,17.9,25.1,26.8,325.64,16.3,32.6,408.1,605.7,2.9,57.0,21.3,17.9,20.0,14434.0,378.0,11.3,0.0,1
18.7,17.1,28.5,30.5,0.0,14.8,39.1,384.6,745.1,3.4,57.0,20.6,27.0,43.0,17972.0,385.0,25.4,0.0,1
19.5,17.8,30.1,31.4,179.92,15.4,37.1,393.7,706.4,3.2,55.0,20.6,26.4,38.0,17153.0,389.0,22.3,0.0,1
13.2,11.1,24.0,26.0,368.79,35.9,36.4,348.4,542.8,23.0,61.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,3
12.3,10.8,17.2,18.2,263.42,12.5,24.1,319.4,448.7,3.3,66.0,20.0,20.5,16.0,14139.0,414.0,9.0,0.0,3
10.6,8.1,22.7,24.8,316.92,11.9,38.3,271.2,652.3,0.0,52.0,39.8,39.4,69.0,19609.0,390.0,38.4,0.0,2
10.2,8.1,27.3,29.5,266.21,12.0,38.0,270.8,645.5,0.0,49.0,37.0,37.4,63.0,19118.0,405.0,36.2,0.0,2
11.5,8.3,27.2,29.7,405.65,11.9,38.1,272.1,646.9,0.0,54.0,40.8,41.0,70.0,19393.0,392.0,40.0,0.0,2
17.7,16.0,29.1,30.7,0.0,13.8,38.6,368.4,729.4,3.6,69.0,20.0,24.3,38.0,17776.0,392.0,22.9,0.0,1
20.6,18.3,25.9,28.6,534.98,13.6,37.4,365.6,718.7,3.0,55.0,38.1,49.0,75.0,18514.0,379.0,44.1,0.0,1
10.8,8.2,23.7,25.7,329.59,12.1,40.1,272.6,685.0,0.0,50.0,37.9,41.9,78.0,19988.0,385.0,43.6,0.0,2
14.8,10.6,29.7,33.0,737.57,11.6,46.6,294.3,900.1,5.6,57.0,27.8,64.2,99.0,23820.0,389.0,60.1,0.0,0
12.7,11.2,20.1,21.4,263.42,12.3,30.1,317.5,547.3,4.2,57.0,23.0,36.5,35.0,18600.0,411.0,20.2,0.0,3
18.7,16.5,27.0,28.3,232.83,15.1,36.4,381.8,659.1,4.2,70.0,20.0,18.8,25.0,15981.0,388.0,14.7,0.0,1
13.1,11.2,25.9,27.6,333.66,11.9,36.6,307.9,670.8,4.9,55.0,26.2,54.0,62.0,21650.0,403.0,36.9,0.0,0
19.1,17.3,26.1,28.4,418.68,14.6,36.9,383.6,693.6,3.3,68.0,20.0,24.6,36.0,17056.0,381.0,21.0,0.0,1
12.1,8.0,26.6,30.3,519.74,10.9,40.6,256.9,669.5,0.0,52.0,37.7,62.2,106.0,21749.0,386.0,63.5,0.0,2
11.3,8.2,28.2,30.9,392.98,12.4,41.6,275.4,711.6,0.0,54.0,44.0,46.5,89.0,20645.0,385.0,51.3,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.4,8.7,30.6,33.7,342.27,11.6,53.4,261.3,940.9,0.0,48.0,33.6,100.0,160.0,24589.0,385.0,97.8,0.0,2
18.0,16.6,25.7,27.6,325.64,14.6,36.4,380.8,678.4,3.5,70.0,20.0,23.7,34.0,16771.0,377.0,19.3,0.0,1
17.2,17.1,16.8,17.3,0.0,21.0,21.5,429.2,409.8,2.4,65.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,1
18.8,18.6,28.3,28.6,46.52,30.5,32.6,462.6,619.5,11.6,62.0,0.0,0.0,0.0,0.0,392.0,0.0,0.0,1
15.0,10.9,25.1,29.3,720.01,11.9,44.8,298.1,851.9,5.9,66.0,33.9,64.7,94.0,23379.0,391.0,57.3,0.0,3
11.3,8.0,32.9,35.7,418.33,11.9,48.3,265.7,830.6,0.0,51.0,35.1,59.6,130.0,23232.0,392.0,80.9,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.1,11.1,22.8,24.2,351.23,26.4,26.6,343.4,516.8,13.6,63.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0
11.9,8.8,31.7,35.2,392.98,11.0,50.1,257.1,843.0,0.0,50.0,40.5,100.0,157.0,24677.0,396.0,100.2,0.0,2
17.0,17.9,22.9,22.9,0.0,25.5,25.6,463.5,482.1,273.1,63.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,3
12.2,7.9,26.8,30.6,545.1,10.9,41.1,256.2,670.4,0.0,52.0,45.6,63.3,107.0,21866.0,390.0,64.8,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
10.7,8.1,26.0,27.9,329.59,11.8,36.1,270.1,608.0,0.0,52.0,38.6,35.1,55.0,18638.0,405.0,30.8,0.0,2
11.6,8.0,28.6,31.8,456.36,11.5,40.3,266.7,687.2,0.0,50.0,46.0,48.8,85.0,20621.0,400.0,50.9,0.0,2
20.1,18.2,33.9,37.1,441.94,15.0,44.5,385.0,933.0,1.7,57.0,28.1,37.0,82.0,19259.0,376.0,48.7,0.0,1
18.6,17.4,29.4,30.7,127.0,15.1,36.6,390.4,690.6,3.1,62.0,20.0,23.6,33.0,16712.0,389.0,19.4,0.0,1
12.8,11.2,21.3,22.9,280.98,11.9,29.6,310.4,555.5,3.4,54.0,24.6,39.7,38.0,17682.0,408.0,22.1,0.0,3
19.3,18.9,28.3,28.6,93.04,33.6,34.9,466.4,620.4,13.7,71.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,1
11.9,8.0,27.2,30.8,494.39,10.6,41.3,257.0,695.7,0.0,48.0,40.0,61.0,104.0,21866.0,405.0,65.5,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.8,17.5,23.2,24.7,302.38,15.6,31.5,399.2,582.5,3.0,70.0,40.0,18.6,19.0,14432.0,383.0,11.3,0.0,1
19.1,17.8,25.5,27.1,302.38,16.0,34.0,399.5,627.4,3.5,62.0,20.0,20.3,24.0,15189.0,381.0,13.8,0.0,1
24.9,21.4,24.9,28.0,814.1,18.9,37.3,451.6,753.9,1.3,58.0,40.0,35.5,52.0,16503.0,373.0,29.8,0.0,1
12.9,11.1,20.7,22.2,316.1,12.1,29.3,313.9,550.2,3.2,57.0,24.6,37.2,36.0,17261.0,401.0,20.5,0.0,3
12.3,9.2,30.9,33.8,392.98,12.6,54.4,275.2,973.4,0.0,55.0,39.8,59.5,161.0,24320.0,382.0,97.2,0.0,3
11.3,8.1,32.7,35.2,405.65,12.0,48.0,265.8,833.6,0.0,53.0,38.4,58.4,126.0,23108.0,394.0,79.9,0.0,2
14.3,10.8,29.0,32.6,614.65,12.4,44.1,301.9,862.1,4.6,64.0,20.0,51.0,75.0,22405.0,401.0,46.7,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.0,32.8,0.0,7.6,43.3,280.6,681.0,0.0,52.0,40.1,61.6,123.0,22735.0,377.0,74.2,0.0,2
12.1,8.1,27.3,31.2,507.07,10.9,42.1,258.6,690.7,0.0,53.0,47.7,63.2,111.0,22040.0,386.0,67.0,0.0,2
13.1,11.5,24.9,25.8,280.98,14.1,35.5,332.7,624.2,5.5,67.0,20.0,25.6,29.0,18558.0,404.0,16.1,0.0,0
13.1,11.2,25.5,27.2,333.66,12.4,35.4,314.7,653.8,4.2,57.0,24.6,47.2,53.0,20532.0,403.0,31.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.3,17.2,25.9,27.5,255.86,15.1,35.4,388.9,660.8,3.3,70.0,20.0,20.6,27.0,16022.0,389.0,15.9,0.0,3
24.7,21.9,29.1,34.5,354.95,22.6,45.6,456.5,873.9,0.0,58.0,52.7,57.1,105.0,19356.0,392.0,64.5,0.0,3
21.0,18.0,27.3,31.1,697.8,13.1,41.1,358.3,811.9,3.2,55.0,40.4,53.8,98.0,20079.0,380.0,57.8,0.0,1
13.6,10.9,25.5,28.0,474.16,12.9,35.8,316.9,653.9,4.5,66.0,20.0,32.2,39.0,19572.0,397.0,21.5,0.0,0
19.9,18.2,30.6,33.7,395.42,15.1,42.4,389.5,858.1,2.2,55.0,26.0,36.0,72.0,19303.0,373.0,41.7,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
12.2,8.1,26.2,30.0,519.74,11.0,40.6,258.9,657.0,0.0,52.0,49.1,64.0,102.0,21654.0,399.0,62.8,0.0,2
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,3
11.9,8.1,26.8,29.7,481.71,11.5,38.1,266.1,649.5,0.0,52.0,39.3,46.7,78.0,20070.0,395.0,45.8,0.0,2
12.9,11.3,23.0,24.6,280.98,35.6,36.1,348.4,520.0,22.5,61.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
15.7,11.1,34.9,39.8,807.82,12.5,50.3,305.8,995.9,6.2,54.0,30.2,71.9,118.0,24915.0,392.0,73.2,0.0,0
19.1,17.4,29.5,32.2,395.42,14.8,41.1,384.6,799.4,3.1,55.0,22.7,31.4,56.0,19016.0,383.0,32.6,0.0,1
11.1,8.0,29.4,33.5,392.98,10.9,45.3,254.3,754.1,0.0,46.0,47.9,61.8,118.0,22819.0,398.0,74.7,0.0,2
13.4,11.1,30.5,33.0,403.91,30.8,31.3,348.3,682.2,18.0,50.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,3
17.9,18.2,24.1,24.4,0.0,23.9,34.4,311.7,539.0,22.9,72.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,1
19.6,16.1,30.2,32.1,814.1,11.4,43.1,334.2,807.7,4.8,69.0,20.0,29.2,57.0,20171.0,381.0,33.2,0.0,1
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
29.1,28.8,32.8,33.5,0.0,35.4,35.6,666.3,704.7,5.2,59.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0
11.9,10.9,29.1,32.3,175.61,11.4,44.8,290.3,856.8,5.6,66.0,29.4,63.6,90.0,23487.0,407.0,56.8,0.0,0
13.1,12.9,7.4,7.6,35.12,13.3,14.5,290.3,276.6,5.3,22.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0
19.5,18.0,30.7,32.2,158.75,16.0,37.6,401.2,716.1,3.1,55.0,20.3,26.0,39.0,17111.0,372.0,22.1,0.0,1
17.0,8.4,29.4,34.2,1090.2,11.0,48.5,251.2,784.5,0.0,50.0,51.0,77.6,159.0,24631.0,390.0,97.9,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.7,11.1,26.5,28.7,456.59,28.9,29.6,348.8,601.5,16.1,60.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,3
