f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,fault,hotel
20.9,17.6,27.7,29.9,767.58,13.3,38.6,359.8,737.2,3.2,69.0,27.6,27.3,46.0,17371.0,373.0,26.0,0.0,1
10.6,8.1,27.2,29.2,316.92,12.1,37.8,271.4,632.0,0.0,53.0,33.7,33.9,57.0,18787.0,404.0,32.1,0.0,2
11.5,8.0,27.1,30.4,443.68,10.9,39.1,260.3,659.8,0.0,50.0,43.5,51.4,84.0,20554.0,404.0,51.3,0.0,2
15.9,10.4,26.3,29.8,697.22,12.9,47.8,283.8,794.8,0.0,50.0,43.2,100.0,160.0,23945.0,383.0,96.9,0.0,2
11.4,8.1,33.7,36.6,418.33,11.5,48.6,259.6,833.3,0.0,50.0,41.9,63.6,143.0,23676.0,385.0,87.3,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.1,25.4,28.8,456.36,11.0,37.4,262.1,618.3,0.0,52.0,45.8,55.0,83.0,20356.0,402.0,50.0,0.0,3
11.2,7.8,29.1,31.6,431.01,11.8,44.1,266.2,749.3,0.0,50.0,34.5,53.0,104.0,21722.0,389.0,62.5,0.0,2
12.9,11.1,27.5,29.2,316.1,12.5,39.1,311.4,742.9,4.2,58.0,21.8,45.8,58.0,20702.0,410.0,35.1,0.0,0
15.2,9.5,25.9,29.5,722.57,12.0,47.8,272.9,782.1,0.0,50.0,43.9,82.1,159.0,24381.0,397.0,100.4,0.0,2
20.0,18.2,24.9,26.5,418.68,15.6,33.5,396.4,652.6,1.9,69.0,40.1,25.9,33.0,15551.0,379.0,18.9,0.0,1
19.2,17.9,29.9,32.3,302.38,15.9,41.1,399.2,806.7,2.8,58.0,20.0,27.3,49.0,18386.0,377.0,28.0,0.0,1
11.1,8.0,28.2,31.6,392.98,10.8,41.6,256.2,703.8,0.0,52.0,45.1,53.5,96.0,21506.0,403.0,59.4,0.0,2
11.1,8.1,19.2,20.7,380.3,11.1,27.6,272.3,470.9,0.0,49.0,33.3,28.7,33.0,16031.0,400.0,16.9,0.0,2
20.3,17.9,25.3,28.6,558.24,14.3,38.8,376.8,768.0,2.3,58.0,31.8,39.6,67.0,18025.0,378.0,39.8,0.0,1
11.0,8.1,31.0,33.4,367.62,12.0,44.9,267.0,768.3,0.0,52.0,38.1,52.9,107.0,21951.0,388.0,64.6,0.0,2
15.5,11.1,34.7,39.4,772.7,13.5,54.6,317.4,1007.6,9.8,55.0,21.8,100.0,110.0,27473.0,397.0,68.8,0.0,0
20.4,20.3,24.7,25.2,0.0,32.1,32.6,492.2,551.9,10.2,67.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,1
19.5,18.1,29.6,32.0,325.64,15.9,40.8,398.2,795.5,3.0,57.0,20.5,28.1,50.0,18338.0,375.0,28.2,0.0,1
10.8,7.8,33.0,35.4,380.3,12.5,45.9,273.4,786.6,0.0,50.0,31.4,47.0,97.0,21665.0,397.0,59.3,0.0,3
11.8,8.1,26.8,30.5,469.04,11.0,40.8,255.5,671.7,0.0,52.0,44.1,61.3,101.0,21663.0,400.0,62.4,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
21.3,18.2,30.5,32.5,721.06,13.6,41.5,366.5,798.9,3.6,69.0,20.0,26.7,50.0,18644.0,372.0,28.6,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
12.7,10.9,23.9,25.2,316.1,12.3,35.0,314.9,625.1,5.0,54.0,20.0,42.7,47.0,20550.0,407.0,27.3,0.0,0
19.6,19.4,27.7,28.0,46.52,33.8,34.6,474.4,607.8,12.8,58.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,1
12.5,11.1,27.6,29.6,245.86,24.5,35.3,341.3,632.5,22.2,57.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0
11.9,8.0,27.3,30.7,494.39,11.1,41.4,260.1,696.5,0.0,52.0,34.5,58.5,102.0,21682.0,395.0,62.3,0.0,2
20.8,17.8,25.5,29.0,697.8,13.0,39.1,357.1,755.3,3.4,53.0,44.7,54.6,88.0,19561.0,387.0,53.4,0.0,1
19.9,18.3,27.0,29.6,0.0,15.1,37.6,391.1,751.3,1.7,54.0,27.2,31.8,51.0,16842.0,380.0,29.6,0.0,1
11.6,8.0,27.4,30.6,456.36,10.9,39.9,263.9,680.2,0.0,52.0,43.5,52.7,90.0,20832.0,399.0,54.6,0.0,2
14.4,10.8,27.9,31.6,632.21,11.6,39.5,301.3,742.8,4.8,66.0,40.4,58.0,73.0,21702.0,405.0,44.3,0.0,0
18.2,17.9,27.0,27.3,0.0,32.4,32.9,460.7,595.3,11.9,69.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,1
12.3,11.3,12.2,13.3,175.61,19.5,19.6,341.4,345.0,7.0,63.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,3
13.6,11.2,31.0,33.0,421.47,29.0,30.0,349.6,694.4,16.7,60.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0
31.8,33.6,29.7,29.4,0.0,31.1,30.6,685.0,635.5,273.1,21.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.3,18.2,18.5,18.6,0.0,25.4,25.9,454.1,434.1,5.5,61.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,3
12.1,10.9,31.6,34.9,210.74,11.6,48.3,290.3,942.6,5.8,56.0,25.0,64.4,100.0,24241.0,403.0,63.1,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.6,9.0,30.7,34.5,456.59,11.4,43.1,276.2,760.0,273.1,45.0,35.4,46.5,59.0,28565.0,384.0,34.3,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.8,19.6,31.0,31.3,46.52,31.0,34.6,474.9,679.7,12.9,70.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,3
11.6,8.9,32.6,35.8,342.27,11.3,51.0,255.1,869.0,0.0,45.0,37.3,100.0,158.0,24556.0,386.0,97.7,0.0,2
13.1,10.9,25.3,27.2,386.35,11.6,35.3,304.6,656.0,4.2,58.0,27.8,52.1,59.0,20240.0,400.0,35.1,0.0,0
11.9,8.1,26.3,30.0,481.71,11.0,39.8,260.9,656.4,0.0,53.0,42.1,58.0,92.0,21169.0,408.0,57.4,0.0,3
24.3,24.4,27.3,27.6,0.0,37.1,37.8,564.6,600.2,11.4,58.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
19.3,16.9,29.3,30.9,558.24,13.9,38.1,370.9,718.1,3.6,70.0,20.0,23.6,38.0,17532.0,373.0,21.5,0.0,1
11.4,8.0,27.4,30.5,431.01,11.1,38.9,265.3,656.1,0.0,52.0,37.0,51.6,84.0,20381.0,403.0,50.5,0.0,3
11.9,8.1,30.9,34.5,481.71,11.4,44.6,259.6,755.3,0.0,50.0,42.8,56.3,107.0,22258.0,404.0,67.3,0.0,2
13.0,11.2,23.9,25.6,316.1,12.0,37.9,308.8,644.9,7.2,55.0,28.6,56.3,61.0,23064.0,408.0,37.0,0.0,3
12.8,11.0,22.6,24.4,316.1,11.5,32.0,305.6,593.3,3.6,55.0,24.0,47.2,49.0,19092.0,403.0,28.5,0.0,3
15.7,16.4,30.2,30.2,0.0,30.8,31.1,434.0,632.6,273.1,49.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,3
18.3,17.2,29.2,30.1,116.42,15.6,35.9,393.8,671.3,3.4,70.0,20.0,18.9,25.0,15840.0,381.0,14.7,0.0,1
12.2,9.3,32.2,35.5,367.62,11.6,51.3,264.8,889.9,0.0,53.0,35.9,100.0,159.0,24492.0,389.0,98.6,0.0,2
11.6,7.8,26.3,29.6,481.71,10.9,38.8,263.1,650.7,0.0,53.0,44.1,52.0,85.0,20457.0,400.0,51.2,0.0,2
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
20.4,18.2,29.2,33.1,511.72,14.3,44.1,377.1,918.0,2.0,51.0,36.7,48.4,105.0,20228.0,371.0,61.6,0.0,1
10.8,8.1,25.8,27.7,342.27,11.8,36.0,270.4,601.0,0.0,52.0,37.5,33.6,53.0,18624.0,398.0,29.2,0.0,2
13.6,13.0,28.9,29.7,105.37,16.1,39.4,343.2,722.8,273.1,52.0,32.1,30.7,32.0,23828.0,378.0,18.3,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.3,8.1,32.3,34.9,405.65,11.6,48.3,260.8,827.1,0.0,43.0,39.5,59.4,128.0,23245.0,391.0,79.9,0.0,2
19.5,18.0,25.3,27.1,348.9,15.5,33.0,395.5,628.5,2.4,69.0,21.6,21.7,25.0,14833.0,389.0,14.7,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
10.2,8.1,27.3,29.5,266.21,12.0,38.0,270.8,645.5,0.0,49.0,37.0,37.4,63.0,19118.0,405.0,36.2,0.0,2
13.3,11.3,27.8,30.3,351.23,26.6,33.4,347.9,640.5,19.7,56.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,3
12.2,8.1,26.5,30.4,519.74,11.0,41.9,255.4,685.2,0.0,52.0,48.6,65.0,110.0,22137.0,397.0,68.2,0.0,2
12.3,11.1,14.9,15.7,210.74,12.6,24.3,327.3,452.2,3.3,67.0,20.0,18.7,15.0,14590.0,409.0,8.3,0.0,0
13.1,11.2,30.9,32.9,333.66,12.6,48.3,308.8,842.6,9.5,55.0,24.6,100.0,91.0,26193.0,409.0,57.6,0.0,0
10.7,8.1,26.6,28.8,329.59,11.6,36.6,269.1,618.1,0.0,50.0,39.7,37.2,60.0,19058.0,400.0,34.1,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.2,17.6,29.9,32.6,372.16,15.0,41.6,386.0,812.0,3.2,57.0,23.6,31.4,57.0,19151.0,380.0,33.3,0.0,1
12.3,11.1,14.4,15.6,210.74,20.3,20.5,341.9,379.4,7.7,65.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0
28.5,28.2,30.3,32.1,0.0,34.5,34.8,657.7,649.5,4.7,59.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,3
12.5,11.0,18.8,20.0,263.42,12.4,30.6,318.9,528.9,5.5,64.0,20.0,35.0,33.0,19173.0,407.0,18.5,0.0,0
18.6,17.3,24.0,25.9,0.0,15.6,33.6,397.4,620.4,3.4,70.0,20.0,20.5,25.0,15264.0,372.0,13.8,0.0,1
12.8,11.1,31.6,36.6,298.54,10.6,48.0,280.1,900.6,7.2,54.0,32.4,80.8,124.0,25481.0,386.0,76.1,0.0,0
12.9,11.1,29.6,31.4,316.1,12.8,43.4,311.9,793.5,6.5,60.0,20.6,49.9,68.0,22934.0,398.0,40.5,0.0,0
13.1,10.9,22.6,24.4,386.35,32.3,32.6,343.1,524.0,19.4,55.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
22.6,23.9,30.4,30.8,0.0,37.0,37.6,536.0,666.3,12.5,58.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1
11.1,8.0,26.2,28.8,392.98,11.6,37.4,263.6,626.8,0.0,50.0,36.3,42.9,68.0,19523.0,402.0,39.7,0.0,2
13.6,11.1,27.8,30.2,439.03,29.1,29.5,347.1,624.9,16.2,58.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0
21.3,19.0,19.7,21.1,403.91,18.1,25.4,435.2,503.4,0.0,70.0,40.0,1.0,10.0,10964.0,405.0,5.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
10.7,8.0,25.7,27.4,342.27,12.0,35.8,273.3,595.8,0.0,49.0,33.6,31.3,51.0,18417.0,393.0,27.0,0.0,2
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
13.1,13.0,26.0,26.2,17.56,16.6,34.9,362.1,595.6,273.1,70.0,30.0,19.8,17.0,21508.0,385.0,8.2,0.0,3
12.2,9.2,32.0,35.3,380.3,11.6,51.1,262.2,884.4,0.0,48.0,38.2,100.0,160.0,24558.0,390.0,98.8,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
12.0,8.3,32.4,35.4,469.04,11.6,51.6,264.1,903.3,0.0,54.0,37.0,66.3,159.0,24496.0,388.0,98.7,0.0,3
12.2,7.9,26.7,30.6,545.1,10.9,40.8,255.5,665.0,0.0,49.0,45.6,61.7,103.0,21665.0,388.0,62.3,0.0,2
11.1,8.0,32.2,34.7,392.98,12.3,46.1,271.5,793.0,0.0,50.0,32.6,50.6,105.0,21964.0,393.0,64.7,0.0,2
12.3,8.0,26.7,30.7,545.1,10.8,41.1,255.9,670.0,0.0,50.0,48.6,67.4,111.0,22216.0,398.0,68.9,0.0,2
10.9,8.1,19.4,20.9,354.95,11.3,27.9,274.3,473.0,0.0,54.0,36.0,27.5,33.0,15864.0,393.0,16.2,0.0,2
10.8,8.2,24.1,26.3,329.59,12.0,41.4,269.1,709.2,0.0,52.0,36.3,44.8,87.0,20579.0,381.0,49.3,0.0,2
22.5,18.1,30.8,33.2,1023.44,12.1,43.6,345.9,890.6,2.4,52.0,24.2,33.6,76.0,19662.0,365.0,43.0,0.0,1
11.9,8.8,31.9,35.3,392.98,11.1,49.9,257.4,840.9,0.0,50.0,42.1,100.0,159.0,24644.0,391.0,99.4,0.0,2
18.3,16.8,28.7,30.5,158.75,14.6,37.9,381.5,717.6,3.2,69.0,20.0,25.4,39.0,17521.0,383.0,22.9,0.0,1
19.8,18.0,29.5,32.5,418.68,15.0,41.0,387.1,829.8,1.8,54.0,25.6,34.2,64.0,18300.0,377.0,37.2,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
12.8,11.2,27.7,29.2,280.98,12.8,39.3,313.7,736.5,4.7,61.0,20.0,43.0,55.0,21070.0,407.0,32.8,0.0,0
13.1,10.5,25.3,27.8,456.59,14.0,37.6,332.7,655.5,6.4,67.0,20.0,25.0,29.0,18950.0,410.0,16.6,0.0,0
19.5,17.9,30.2,32.1,372.16,15.5,39.1,393.2,745.4,3.4,55.0,20.8,27.5,43.0,17728.0,389.0,25.4,0.0,1
13.6,10.9,26.3,28.9,474.16,14.3,39.3,326.3,682.2,6.8,67.0,20.0,26.9,34.0,19805.0,396.0,18.5,0.0,0
11.3,8.0,25.7,28.7,418.33,11.0,36.8,265.6,625.4,0.0,53.0,45.8,48.6,76.0,19792.0,404.0,45.0,0.0,2
14.6,12.3,27.1,29.5,403.91,30.8,38.1,431.3,569.3,19.5,70.0,50.0,0.0,0.0,0.0,404.0,0.0,0.0,3
19.1,17.7,26.2,28.4,170.96,15.6,39.1,396.2,756.7,3.1,55.0,20.0,27.2,44.0,17878.0,385.0,25.7,0.0,1
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
13.1,12.7,8.9,9.1,70.25,13.5,14.5,347.4,300.2,3.6,25.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
11.3,8.1,26.2,28.2,405.65,11.0,35.5,265.3,592.3,0.0,50.0,35.9,47.4,72.0,19206.0,386.0,40.6,0.0,3
11.7,8.0,31.0,32.8,0.0,7.8,42.6,283.6,671.4,0.0,54.0,36.3,59.6,111.0,22356.0,399.0,70.4,0.0,3
19.3,17.8,27.0,29.2,0.0,15.5,37.8,395.3,719.9,3.2,56.0,21.6,26.8,39.0,17408.0,393.0,23.5,0.0,1
13.7,11.2,27.9,30.3,439.03,31.3,31.8,346.2,616.9,18.4,63.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
10.7,8.0,27.5,29.6,342.27,12.0,37.5,274.2,638.7,0.0,55.0,30.0,36.5,62.0,19195.0,397.0,34.3,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
20.0,16.6,31.9,34.2,790.84,11.9,44.4,340.2,845.0,4.7,69.0,20.0,30.4,63.0,20567.0,380.0,36.2,0.0,1
12.1,7.9,31.1,34.6,532.42,11.6,44.6,262.6,755.7,0.0,50.0,41.6,52.6,104.0,21927.0,393.0,63.3,0.0,2
20.6,18.1,23.7,26.6,305.29,15.1,36.6,389.2,720.1,2.1,69.0,40.0,34.7,52.0,16800.0,379.0,30.2,0.0,1
15.8,11.6,35.2,39.6,737.57,12.9,49.8,310.6,981.4,6.3,63.0,30.6,71.7,115.0,24743.0,398.0,72.4,0.0,3
10.9,9.2,28.0,30.1,298.54,11.5,37.1,291.1,644.7,273.1,52.0,36.1,42.6,41.0,25602.0,380.0,23.5,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
14.1,11.6,28.1,30.5,439.03,26.6,30.6,357.7,642.6,16.7,60.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,3
19.8,16.9,27.4,29.2,674.54,12.9,38.4,356.1,704.7,4.3,70.0,20.0,23.9,38.0,17726.0,378.0,21.8,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.7,11.2,28.0,30.5,439.03,11.6,41.4,300.0,755.2,6.3,55.0,32.1,72.1,89.0,23152.0,407.0,56.1,0.0,3
19.9,18.0,28.1,30.0,441.94,15.0,38.6,385.8,760.9,2.3,54.0,26.4,31.0,52.0,17483.0,375.0,29.9,0.0,1
12.0,9.3,32.4,35.5,342.27,11.8,53.3,261.6,938.5,0.0,45.0,37.9,100.0,159.0,24732.0,398.0,100.8,0.0,2
13.9,13.1,28.3,29.5,140.49,14.6,41.5,328.0,745.7,273.1,48.0,41.2,54.0,57.0,27276.0,389.0,33.8,0.0,3
20.0,18.0,30.1,32.2,211.67,14.4,38.8,378.8,767.6,2.3,56.0,28.3,34.9,58.0,17732.0,384.0,34.4,0.0,1
12.1,10.0,23.9,25.7,368.79,11.6,44.1,293.1,825.5,6.0,59.0,20.4,52.6,73.0,23194.0,406.0,45.1,0.0,0
11.3,7.8,25.0,27.9,443.68,10.9,36.9,260.7,620.5,0.0,52.0,44.8,49.4,76.0,19942.0,406.0,46.0,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
15.2,13.5,28.7,30.5,298.54,27.3,31.6,415.9,403.6,13.9,72.0,50.0,0.2,1.0,1735.0,408.0,0.6,0.0,3
11.8,7.9,27.9,31.4,494.39,11.1,41.8,261.2,699.4,0.0,52.0,45.3,55.6,99.0,21469.0,392.0,60.3,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.5,8.0,29.6,32.9,443.68,12.0,54.4,260.1,962.7,0.0,52.0,41.9,58.3,158.0,24447.0,380.0,96.2,0.0,2
12.0,9.3,32.5,35.8,342.27,11.8,52.5,264.5,922.4,0.0,45.0,36.7,100.0,160.0,24626.0,392.0,100.0,0.0,2
20.2,17.9,25.8,29.3,0.0,14.3,40.3,376.1,806.2,2.3,53.0,35.0,44.1,77.0,18787.0,391.0,46.4,0.0,1
11.0,8.1,20.5,22.2,367.62,11.3,29.1,271.4,491.4,0.0,53.0,34.7,28.4,37.0,16600.0,388.0,18.1,0.0,3
11.9,8.2,24.5,27.7,469.04,10.3,38.1,252.3,608.4,0.0,50.0,54.7,77.1,106.0,22029.0,402.0,67.0,0.0,3
11.5,8.5,27.4,29.8,380.3,12.0,38.4,273.0,658.0,0.0,50.0,37.3,40.3,68.0,19431.0,406.0,40.1,0.0,2
11.0,10.9,27.8,30.4,17.56,10.8,41.0,288.2,737.6,6.6,59.0,32.3,75.6,91.0,23452.0,409.0,57.5,0.0,0
13.1,11.3,23.9,25.6,316.1,32.8,33.1,346.1,542.2,20.0,63.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.3,27.6,29.8,0.0,15.1,37.5,389.2,747.2,1.8,55.0,27.0,31.0,48.0,17091.0,390.0,29.0,0.0,1
13.1,11.5,21.3,22.5,280.98,13.0,36.9,324.6,608.9,7.7,66.0,20.0,100.0,47.0,22194.0,409.0,27.5,0.0,3
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
14.9,10.9,28.8,32.7,702.45,12.3,44.8,304.5,859.6,5.4,55.0,26.5,59.6,88.0,22998.0,393.0,52.8,0.0,0
13.3,11.0,23.3,25.7,403.91,28.6,28.9,342.0,533.2,16.0,61.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0
20.3,21.7,30.6,30.9,0.0,34.8,35.1,543.2,645.0,273.1,52.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,3
12.4,11.1,18.6,19.8,228.3,23.3,23.5,339.7,448.0,10.9,65.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0
13.4,11.0,32.4,34.8,421.47,34.6,35.1,346.0,708.2,22.0,50.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0
11.4,8.2,27.5,29.6,405.65,12.0,38.1,272.5,633.4,0.0,50.0,41.4,35.0,61.0,19748.0,388.0,32.9,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.3,11.7,28.4,30.6,70.25,11.9,40.3,304.2,756.2,4.9,53.0,31.1,64.6,80.0,22460.0,408.0,50.3,0.0,0
15.2,10.9,33.1,37.1,755.14,12.4,49.8,303.8,982.9,6.0,54.0,27.8,65.5,108.0,24450.0,395.0,66.9,0.0,0
19.6,18.2,30.8,32.9,148.17,14.9,36.9,386.4,731.5,1.9,54.0,27.7,32.1,50.0,16987.0,381.0,29.2,0.0,1
12.7,12.3,26.9,27.0,70.25,29.0,32.1,359.5,585.4,18.1,65.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
11.2,9.0,28.1,30.2,386.35,11.4,37.3,289.3,642.7,273.1,49.0,41.3,41.3,40.0,25536.0,381.0,23.2,0.0,3
18.1,16.8,25.7,27.6,302.38,14.4,36.1,378.9,677.9,3.2,70.0,20.0,23.0,32.0,16776.0,387.0,19.0,0.0,1
13.4,11.0,31.3,33.6,421.47,32.1,32.8,344.6,686.7,19.7,60.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.6,10.9,26.6,28.9,474.16,26.6,27.1,347.4,598.2,13.7,59.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
12.9,11.1,23.7,25.2,316.1,32.9,33.3,344.9,533.8,20.0,62.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,3
11.8,8.1,26.2,29.8,469.04,11.4,39.4,264.6,646.1,0.0,49.0,46.0,56.3,90.0,20755.0,394.0,54.1,0.0,2
11.4,10.3,14.1,14.8,193.17,26.0,26.1,330.7,371.1,14.1,61.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
12.1,7.9,27.5,31.3,532.42,10.9,41.9,257.5,693.1,0.0,50.0,44.9,60.5,105.0,21899.0,396.0,64.6,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
12.6,11.3,21.8,23.1,228.3,28.6,28.9,344.7,503.6,15.9,65.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,3
12.1,7.9,26.2,30.0,532.42,11.0,40.3,257.9,653.0,0.0,52.0,47.6,62.7,100.0,21616.0,402.0,62.2,0.0,2
21.5,20.9,27.3,27.4,0.0,32.8,33.1,517.9,602.3,9.9,63.0,0.0,0.0,0.0,0.0,432.0,0.0,0.0,3
19.7,18.0,30.4,32.1,395.42,16.0,38.6,401.2,740.4,3.1,55.0,20.0,24.5,38.0,17212.0,384.0,21.8,0.0,1
12.7,11.2,22.4,23.9,263.42,12.3,30.9,313.3,577.7,3.4,59.0,20.0,36.3,37.0,18072.0,409.0,21.2,0.0,3
10.8,8.0,28.7,32.2,354.95,10.8,42.4,256.2,726.8,0.0,49.0,44.4,57.4,103.0,21914.0,407.0,65.5,0.0,2
18.9,17.4,31.5,33.9,348.9,15.1,43.1,386.2,853.6,3.2,55.0,20.1,29.4,59.0,19378.0,375.0,33.7,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.3,11.2,23.5,25.4,368.79,11.6,37.6,305.3,639.5,7.3,57.0,29.1,63.1,68.0,23293.0,405.0,41.3,0.0,3
12.4,8.6,27.3,32.3,481.71,10.6,46.9,251.2,751.5,0.0,50.0,53.3,82.9,158.0,24701.0,393.0,98.3,0.0,2
21.0,18.0,29.9,31.8,697.8,14.9,39.1,385.4,747.8,3.5,56.0,20.0,25.4,41.0,17576.0,384.0,23.6,0.0,1
